text,embedding
"kaliňákove účty som si prezeral zo zvedavosti, žiadne odmeny som nedostal, tvrdí asistent poslanca sas “po týchto, pre mňa šokujúcich zisteniach, som sa následne v práci pozrel na účty osôb jána počiatka, roberta kaliňáka, mariána kočnera a ladislava bašternáka,” skonštatoval asistent poslanca sas.","[[-0.055858369916677475, 0.07448779046535492, -0.15927085280418396, -0.023328468203544617, -0.18893395364284515, 0.08943381160497665, 0.11881031841039658, 0.033288124948740005, 0.04626067727804184, -0.015090162865817547, 0.07631680369377136, 0.06405773013830185, 0.006437476724386215, -0.016298528760671616, -0.08718954026699066, -0.04145793244242668, 0.016442345455288887, 0.09229595959186554, -0.08793630450963974, 0.04474039375782013, 0.014886048622429371, -0.03925582021474838, 0.04289177432656288, 0.0684887245297432, -0.03530023247003555, -0.007716767024248838, -0.024793624877929688, -0.03371557593345642, 0.0676400288939476, -0.09548713266849518, 0.04227953776717186, 0.08142870664596558, 0.05285952612757683, -0.0031681822147220373, -0.01990448497235775, 0.01206066645681858, -0.023931067436933517, -0.010548382066190243, -0.06877594441175461, 0.11944347620010376, 0.010569985024631023, -0.031267233192920685, -0.17779146134853363, -0.0027874542865902185, 0.048295069485902786, -0.020630231127142906, -0.009384957142174244, -0.06954248249530792, -0.022032933309674263, 0.03682371601462364, -0.17059610784053802, -0.03213799372315407, -0.044879984110593796, -0.05709037929773331, -0.0361296720802784, -0.04036521911621094, 0.0018790229223668575, 0.0515894778072834, 0.036902498453855515, -0.0717669129371643, 0.08427956700325012, -0.044429633766412735, -0.09687685966491699, -0.008439747616648674, 0.07088720798492432, 0.01208372600376606, 0.027115128934383392, 0.01580771431326866, -0.09833735972642899, 0.014695149846374989, 0.054831184446811676, -0.031649474054574966, -0.008612897247076035, 0.14066575467586517, -0.12804552912712097, 0.022033099085092545, -0.0015485386829823256, -0.02308822236955166, 0.08577249199151993, 0.006846145261079073, 0.0907144546508789, -0.023267224431037903, -0.1075172871351242, 0.046665873378515244, -0.009226441383361816, 0.04242471233010292, -0.05430572107434273, -0.013736359775066376, 0.03202543780207634, 0.019887130707502365, 0.014096343889832497, 0.0788007378578186, -0.020723294466733932, -0.04361145570874214, -0.061751801520586014, 0.02209080010652542, -0.037603896111249924, -0.08452287316322327, 0.08199544250965118, 0.04287414252758026, -0.010006059892475605, -0.021577827632427216, 0.08328957110643387, 0.0834783986210823, -0.06645526736974716, -0.03653328865766525, -0.0038731046952307224, -0.07332495599985123, 0.05027777701616287, 0.10397741943597794, -0.07280546426773071, -0.09276919066905975, -0.10210229456424713, -0.14222115278244019, 0.003930822946131229, 0.01870679296553135, -0.02759498357772827, 0.024726109579205513, 0.001414078171364963, -0.13279470801353455, 0.01607310026884079, -0.039953622967004776, -0.012113570235669613, 0.023856451734900475, 0.049295805394649506, -0.03937016800045967, 0.004054087679833174, 3.5302079001910306e-32, -0.025347040966153145, -0.05167081952095032, 0.05347065255045891, -0.02933172881603241, -0.02083011344075203, -0.04258817806839943, -0.035125065594911575, -0.06762228906154633, 0.05839824676513672, -0.0635337084531784, -0.05631643161177635, -0.07707453519105911, -0.022960592061281204, -0.03806189447641373, -0.04984980449080467, 0.04070347175002098, 0.022797919809818268, -0.07671638578176498, -0.06233628839254379, 0.05760252848267555, 0.11138718575239182, 0.10621854662895203, 0.05278138071298599, -0.02055046707391739, 0.11374323815107346, -0.01852375641465187, 0.020022721961140633, -0.12109575420618057, -0.07452172785997391, 0.022587912157177925, 0.160853773355484, 0.006088455207645893, -0.08408191055059433, -0.06813579797744751, 0.002631586277857423, -0.08400788903236389, -0.06354698538780212, -0.015896160155534744, 0.039309173822402954, -0.04193783551454544, -0.006306760478764772, -0.08138313889503479, 0.055972225964069366, 0.07716959714889526, 0.006934706587344408, -0.01633676141500473, 0.006965405773371458, 0.055731501430273056, 0.12566149234771729, -0.02220240794122219, -0.07759208977222443, 0.01773676462471485, -0.15149886906147003, 0.08001922070980072, -0.00355204357765615, 0.03960976377129555, -0.08441969007253647, 0.06142386794090271, 0.031354133039712906, -0.1080198585987091, -0.026166066527366638, -0.0105585977435112, 0.0941632017493248, -0.001584039069712162, -0.013464640825986862, -0.13568195700645447, -0.08133877068758011, 0.0331038236618042, 0.08344600349664688, -0.013385435566306114, -0.08657702803611755, -0.0891069546341896, -0.013931233435869217, 0.03689265996217728, -0.06962616741657257, 0.02554372139275074, 0.04872997850179672, 0.04513237625360489, -0.021769726648926735, 0.0061975386925041676, -0.07201878726482391, -0.028350189328193665, -0.007046183571219444, -6.334746285574511e-05, 0.05297694355249405, 0.07922767102718353, 0.05551456660032272, -0.05284235253930092, 0.04058312624692917, 0.1037256121635437, -0.0016734902746975422, 0.03951020911335945, 0.05864759162068367, 0.00835642870515585, -0.025152595713734627, -3.198437843982887e-32, 0.1305782049894333, 0.00025040211039595306, -0.02827298268675804, 0.06888729333877563, 0.09753929823637009, -0.02573627233505249, -0.12041087448596954, 0.004078337922692299, -0.08826706558465958, 0.03622008487582207, -0.0005019126692786813, -0.05445542559027672, 0.037411533296108246, -0.002050885697826743, -0.010490965098142624, 0.09068365395069122, 0.16440536081790924, 0.10612180083990097, -0.04496109485626221, -0.08638576418161392, -0.04438353702425957, 0.09109816700220108, -0.03291964903473854, 0.03994116559624672, -0.045275505632162094, -0.04740232601761818, 0.17587286233901978, -0.04600502923130989, -0.09966916590929031, 0.0701751708984375, 0.05490995571017265, -0.04262159764766693, -0.042661286890506744, 0.020977027714252472, -0.034282926470041275, 0.019160689786076546, 0.09367497265338898, 0.044654481112957, -0.08953019976615906, 0.07300522923469543, 0.047409266233444214, -0.04453203082084656, -0.06791078299283981, 0.021801013499498367, 0.03838500380516052, -0.06670622527599335, -0.02662423998117447, 0.0309413131326437, -0.019302748143672943, -0.022990453988313675, 0.1396557092666626, 0.0030619357712566853, 0.057015594094991684, -0.09578359872102737, 0.08838532119989395, -0.02625947818160057, 0.017153345048427582, -0.13645979762077332, 0.008878154680132866, 0.012331679463386536, 0.10812927782535553, -0.0337027870118618, 0.028140543028712273, -0.06525722146034241, 0.06274878233671188, -0.02236425131559372, -0.035684339702129364, 0.0872022807598114, 0.018941035494208336, -0.02497628703713417, -0.006882693152874708, -0.10496129840612411, -0.09425461292266846, 0.07100501656532288, -0.0716053918004036, 0.04201562702655792, -0.09914768487215042, 0.06022195890545845, 0.09132841229438782, -0.007342137396335602, -0.0920133963227272, 0.010830218903720379, -0.05565793439745903, 0.04223146289587021, 0.003106932621449232, 0.02836793288588524, 0.007032072637230158, 0.01713665947318077, 0.06259895116090775, 0.02246290072798729, -0.05818169564008713, 0.032728418707847595, 0.059322718530893326, -0.03669946268200874, -0.022122209891676903, -1.016134305587002e-07, 0.03938017413020134, -0.08327760547399521, 0.019591521471738815, 0.06984730809926987, -0.00032484231633134186, -0.08548079431056976, 0.023688945919275284, -0.07775738835334778, -0.018925566226243973, -0.0030121963936835527, -0.04223034158349037, 0.012087280862033367, 0.035984452813863754, -0.01382724940776825, 0.03624238073825836, -0.003420331049710512, 0.04381797835230827, 0.09493096172809601, -0.05672658607363701, -0.10981792211532593, 0.13887594640254974, -0.02662908099591732, -0.09977015852928162, -0.005201026331633329, -0.015075143426656723, 0.026307841762900352, 0.03721138462424278, 0.08063995838165283, -0.022759271785616875, -0.019235976040363312, -0.021672718226909637, -0.06831624358892441, 0.010991443879902363, -0.11994243413209915, 0.08444450050592422, 0.08128077536821365, 0.04842673987150192, -0.03297293186187744, 0.026690766215324402, -0.050359196960926056, -0.08035499602556229, -0.0275501050055027, 0.1804683953523636, 0.101026751101017, -0.1400555968284607, 0.015381231904029846, 0.03471210598945618, -0.041634928435087204, 0.039939895272254944, -0.034481555223464966, -0.03783240169286728, 0.05327054113149643, 0.019801108166575432, 0.06171049550175667, -0.0701264962553978, 0.0806448832154274, 0.03420050069689751, 0.039975471794605255, -0.03440470993518829, -0.003745832946151495, 0.04309358820319176, -0.03785863146185875, -0.03783872723579407, -0.10286001116037369]]"
"pollák chce povinnú predškolskú prípravu pre rómske deti pred ňou sa dnes ráno o 9:00 zišla skupinka rómov, ktorí prišli vyjadriť svoj negatívny postoj k práci petra polláka, organizátorom bola strana rómskej únie na slovensku na čele s jej predsedom františkom tankom. „budeme navrhovať, aby štát zaviedol povinnosť detí chodiť do škôlok, aby sa dostali na základnú školu, ukončili vzdelávaciu púť, neukončili školu predčasne a mohli následne vstúpiť pripravené na trh práce,“ vysvetlil novinárom.","[[-0.038002859801054, 0.1658901423215866, -0.06383066624403, -0.05735758692026138, -0.157356858253479, 0.08588360995054245, 0.10775459557771683, 0.08910637348890305, 0.029346894472837448, 0.054315235465765, 0.0769321620464325, 0.09212730824947357, -0.028302088379859924, -0.029751939699053764, -0.040000688284635544, -0.07147742062807083, -0.0002306266687810421, 0.020536184310913086, -0.03720984235405922, 0.02656935527920723, -0.07295406609773636, -0.07643556594848633, -0.025948455557227135, -0.033630020916461945, 0.0700671449303627, -0.01190556213259697, 0.019639834761619568, 0.007922421209514141, 0.0677076131105423, -0.005166168790310621, 0.10154269635677338, 0.09103807061910629, 0.06491076946258545, -0.10226909816265106, -0.03895096853375435, 0.07824714481830597, 0.008651500567793846, -0.07590268552303314, -0.01922246441245079, 0.11727336049079895, 0.04438157379627228, -0.06869447231292725, -0.16287696361541748, -0.06486328691244125, -0.024511223658919334, 0.050986528396606445, -0.03521166369318962, 0.015524419024586678, -0.0044142333790659904, -0.09077252447605133, -0.18245136737823486, 0.023627184331417084, -0.001707630231976509, -0.060423120856285095, 0.022054068744182587, -0.0772622674703598, -0.01038982905447483, -0.06135909631848335, 0.03502769023180008, -0.06782850623130798, -0.11289645731449127, 0.08105790615081787, -0.04744211584329605, -0.020116742700338364, 0.03944296017289162, 0.015180056914687157, -0.061671264469623566, 0.06076890975236893, -0.004984094761312008, -0.010745612904429436, 0.0737529993057251, -0.001040036091580987, 0.03746359795331955, -0.02390461042523384, -0.22390496730804443, 0.05438422039151192, -0.0264466293156147, -0.020732009783387184, 0.0011978568509221077, -0.12143435329198837, 0.142424076795578, -0.005350448191165924, -0.14224207401275635, 0.01685260608792305, -0.05273132771253586, 0.08450757712125778, 0.004568989388644695, -6.858119741082191e-05, 0.005007908679544926, -0.008780838921666145, 0.0060265520587563515, 0.06141814962029457, -0.026923060417175293, -0.030211960896849632, -0.014715272933244705, 0.01844238117337227, -0.08699215948581696, -0.15730798244476318, -0.020350277423858643, 0.06198856979608536, 0.08743442595005035, 0.05844782292842865, 0.02813676744699478, -0.004508133977651596, -0.07517752796411514, -0.07737744599580765, -0.06594033539295197, -0.04504677653312683, -0.002280410612002015, 0.0887390747666359, -0.0960455983877182, -0.10308274626731873, -0.08508093655109406, -0.10322511196136475, 3.0535971745848656e-05, -0.027390478178858757, -0.016694922000169754, -0.03805975615978241, -0.03693484142422676, -0.025314440950751305, 0.010723691433668137, -0.048037923872470856, -0.0005425279960036278, -0.017840351909399033, 0.04118205979466438, -0.09476067870855331, 0.05936332046985626, 3.86907294642715e-32, -0.07034213840961456, -0.20155352354049683, 0.05769011750817299, 0.04783208668231964, -0.11644842475652695, 0.03278442844748497, -0.049529120326042175, -0.12085473537445068, 0.05165574699640274, -0.06524480134248734, -0.04257472604513168, -0.056974176317453384, -0.057661328464746475, -0.028992943465709686, -0.006641165353357792, -0.0026827743276953697, -0.0046358718536794186, -0.017974376678466797, -0.009736843407154083, 0.04181477054953575, -0.050880320370197296, 0.04057154431939125, -0.02886909246444702, -0.019188305363059044, 0.05314265191555023, 0.02456205151975155, -0.044522255659103394, -0.12973520159721375, -0.031245321035385132, 0.03885097801685333, 0.08211885392665863, 0.01049651950597763, -0.08494590222835541, -0.08189253509044647, -0.048096321523189545, -0.002358322963118553, 0.00246062153019011, -0.11064842343330383, -0.06613431125879288, -0.13817504048347473, -0.10158617794513702, -0.07630135118961334, 0.07169926166534424, 0.12930501997470856, 0.06416444480419159, 0.06651271879673004, -0.010374431498348713, -0.0453471764922142, 0.06501965969800949, -0.0003034723922610283, -0.019701195880770683, 0.020948950201272964, -0.08989430963993073, 0.024238083511590958, -0.02634735219180584, 0.01159712765365839, -0.008324407041072845, 0.0391959547996521, -0.02070172131061554, -0.09358631819486618, -0.03310529142618179, 0.1046893447637558, -0.06508657336235046, -0.05910139158368111, -0.015546680428087711, -0.06226368993520737, -0.0780443325638771, 0.015452257357537746, 0.1420397162437439, -0.0236256904900074, 0.001955893822014332, -0.07492242753505707, -0.09280475974082947, 0.03883375972509384, -0.03237206116318703, 0.07848480343818665, 0.05606851726770401, 0.04333297163248062, 0.0035374974831938744, 0.03238041698932648, -0.05951928719878197, -0.017017919570207596, -0.008609223179519176, -0.0569528192281723, 0.20561563968658447, 0.02655056305229664, 0.050140999257564545, 0.0803060382604599, 0.04273122549057007, 0.11039265990257263, 0.1182413324713707, 0.14476189017295837, 0.05136755853891373, -0.0006102230399847031, -0.07765967398881912, -3.792881810710665e-32, -0.0127373356372118, -0.05114531144499779, -0.12365083396434784, 0.04083413630723953, 0.07594132423400879, 0.007728758733719587, -0.11597685515880585, -0.07695285230875015, -0.021106228232383728, -0.005001373123377562, -0.12009736895561218, -0.145692378282547, 0.1429675668478012, 0.01251328643411398, -0.0802985280752182, 0.049821637570858, 0.05175061896443367, 0.04074104502797127, -0.012350884266197681, 0.020069211721420288, -0.08764541149139404, 0.051705487072467804, -0.022501371800899506, 0.1349228471517563, -0.053797848522663116, -0.07923658937215805, 0.09660223871469498, -0.07895446568727493, -0.058023013174533844, -0.027404185384511948, 0.07901960611343384, -0.06332866102457047, -0.1365927755832672, 0.20150408148765564, 0.03928595781326294, -0.05331329256296158, 0.14521321654319763, 0.0069311149418354034, -0.0017033601179718971, 0.06020483374595642, -0.035429947078228, -0.027605310082435608, -0.04449191689491272, -0.13513575494289398, -0.09655103087425232, -0.05387888848781586, 0.015934284776449203, 0.0010002367198467255, -0.054334454238414764, -0.07721134275197983, 0.057707734405994415, 0.11052319407463074, 0.05784613639116287, -0.018917953595519066, 0.09976780414581299, -0.0010459190234541893, 0.03668622672557831, -0.09028054773807526, 0.062414251267910004, 0.09899422526359558, 0.15118403732776642, -0.0071867723017930984, -4.97717410326004e-05, -0.0030019443947821856, 0.05247582122683525, -0.011206407099962234, 0.04734227806329727, 0.09728625416755676, 0.02022305317223072, -0.08457755297422409, 0.037698499858379364, -0.05188087373971939, -0.06772057712078094, -0.02600198984146118, -0.027828369289636612, 0.013229124248027802, -0.12801644206047058, 0.11189769208431244, 0.09822672605514526, -0.044657789170742035, -0.053808532655239105, 0.0005112625658512115, -0.12657900154590607, 0.0023171398788690567, -0.06630375981330872, -0.017172357067465782, 0.11724291741847992, -0.1217166930437088, 0.06622245907783508, -0.06208992004394531, 0.01909652352333069, 0.1252581626176834, -0.0325937494635582, -0.02727072313427925, 0.07586634159088135, -1.0213232570777109e-07, 0.0049922410398721695, -0.10312877595424652, 0.03393368050456047, 0.07620749622583389, 0.02124146744608879, -0.15904931724071503, 0.027083199471235275, -0.06415804475545883, -0.07161561399698257, 0.1025465801358223, 0.007122093811631203, 0.00229081604629755, -0.006819549482315779, -0.05535251647233963, 0.05961699038743973, -0.004503930918872356, 0.12739497423171997, 0.06812447309494019, -0.016210459172725677, -0.030512358993291855, 0.1878003478050232, -0.0358794741332531, -0.10885637998580933, -0.026283185929059982, -0.08001523464918137, -0.002474299632012844, 0.06776486337184906, 0.014182962477207184, 0.03204435110092163, -0.019473612308502197, 0.035285137593746185, 0.0202043354511261, -0.11910757422447205, -0.1153109073638916, 0.06348901987075806, 0.09688016772270203, 0.0785336121916771, -0.0022485514637082815, -0.017965929582715034, 0.09208308905363083, 0.005282131023705006, -0.0006074374541640282, 0.03255985304713249, 0.017179986461997032, -0.10298974812030792, 0.09800933301448822, 0.04082620143890381, 0.007114221341907978, -0.025812502950429916, -0.03008721023797989, -0.012303140014410019, 0.12772154808044434, 0.10947653651237488, 0.07226213812828064, -0.024147721007466316, 0.06463532149791718, 0.010499292984604836, 0.08071567118167877, -0.11118386685848236, 0.005167535971850157, 0.023191537708044052, 0.10611262917518616, -0.012694982811808586, 0.05398225784301758]]"
fontáne v bratislave starej skoro 450 rokov vrátili pôvodný vzhľad cena za práce sa mala pohybovať vo výške približne 180.000 eur. všetky práce boli pod dozorom krajského pamiatkového úradu bratislava.,"[[-0.04564514756202698, 0.19940030574798584, -0.04727762192487717, -0.07486148923635483, -0.18015877902507782, 0.06942492723464966, 0.020589614287018776, 0.20965780317783356, -0.007569686509668827, -0.02029910869896412, 0.0369562990963459, 0.10886179655790329, 0.008693370968103409, 0.011795529164373875, -0.038985949009656906, -0.12658624351024628, 0.0032889985013753176, 0.12535777688026428, -0.044483888894319534, 0.03301870822906494, 0.05797339603304863, -0.10209248960018158, 0.10576637089252472, -0.00532267102971673, 0.04888786002993584, 0.0616985484957695, 0.045893989503383636, 0.1280382126569748, 0.08848452568054199, 0.01538262888789177, 0.03296820819377899, 0.087111696600914, -0.020239422097802162, 0.014995480887591839, 0.015690822154283524, -0.030270837247371674, -0.15857252478599548, -0.037177927792072296, 0.016114676371216774, 0.10891763865947723, -0.0030644857324659824, -0.08574756979942322, -0.2943185865879059, 0.05621892586350441, 0.049781788140535355, -0.005968532990664244, -0.06283210217952728, 0.08589337766170502, -0.07415178418159485, -0.015008852817118168, -0.22371985018253326, -0.07723698765039444, -0.01033803727477789, -0.1002022847533226, -0.16084781289100647, -0.15100149810314178, -0.022018149495124817, 0.11689255386590958, 0.03434660658240318, -0.08727870136499405, 0.0830303505063057, 0.009663800708949566, -0.19687983393669128, -0.055690884590148926, -0.03980499878525734, 0.035061098635196686, -0.0009110028040595353, 0.08146535605192184, -0.02558564767241478, -0.0006447312771342695, 0.09727553278207779, -0.07277842611074448, -0.06106005981564522, 0.10462198406457901, -0.15257921814918518, -0.1074114590883255, -0.015042568556964397, -0.12001588195562363, 0.13363662362098694, -0.049962859600782394, 0.0857912078499794, -0.08394291251897812, -0.18867380917072296, 0.03870144486427307, -0.009585991501808167, 0.004187891259789467, 0.005212930962443352, 0.10701046139001846, 0.05071261152625084, -0.042107194662094116, -0.040950216352939606, -0.022603748366236687, 0.09317754209041595, 0.060108449310064316, -0.07286925613880157, 0.1633375883102417, -0.16686026751995087, -0.02937401831150055, 0.07479605823755264, 0.08619575947523117, 0.12413393706083298, -0.009735780768096447, 0.11066599935293198, 0.10116279125213623, -0.09909514337778091, -0.014990323223173618, 0.1503019779920578, 0.010595252737402916, -0.06550677865743637, -0.07457093149423599, -0.07971643656492233, -0.1740434467792511, -0.045144129544496536, -0.24416713416576385, -0.012126696296036243, -0.022275803610682487, -0.027714049443602562, 0.09787187725305557, 0.042595382779836655, -0.09104008227586746, 0.06048595905303955, 0.02049848809838295, -0.053478047251701355, -0.09026235342025757, 0.04546937346458435, -0.053809404373168945, 0.10301940143108368, 4.1852468374621717e-32, -0.09429074078798294, -0.02153939940035343, -0.03789563849568367, 0.08354054391384125, -0.07005442678928375, -0.05015633627772331, -0.1095636636018753, -0.003919017966836691, -0.038023002445697784, -0.031153583899140358, -0.04547019302845001, -0.10780499130487442, -0.11726488918066025, -0.030736053362488747, 0.023077141493558884, 0.14340563118457794, 0.08839505910873413, 0.010899323970079422, -0.14908073842525482, 0.21221014857292175, 0.02603399008512497, 0.02695465087890625, 0.13081957399845123, 0.03381504490971565, -0.023842912167310715, 0.06481778621673584, 0.02362443320453167, -0.18577712774276733, -0.11147040128707886, 0.019212860614061356, 0.12446674704551697, 0.10056758671998978, -0.10689419507980347, -0.048878010362386703, -0.061591122299432755, -0.13284876942634583, 0.06036185473203659, -0.08181619644165039, -0.01017132680863142, -0.00878126546740532, -0.13193082809448242, -0.04723243787884712, 0.09608772397041321, 0.08232665061950684, 0.11766590923070908, 0.22386415302753448, -0.02918717823922634, 0.17540045082569122, 0.06367364525794983, 1.7920803657034412e-05, -0.0010634488426148891, -0.023779332637786865, -0.15734605491161346, 0.18004511296749115, 0.036510344594717026, 0.00329409702681005, -0.02262241207063198, 0.1625279188156128, 0.07056321948766708, -0.02418489195406437, -0.036214422434568405, 0.035905253142118454, 0.14968432486057281, 0.040286529809236526, 0.025713449344038963, -0.17036846280097961, -0.12528352439403534, -0.10666340589523315, 0.08366964757442474, -0.07548029720783234, 0.024753425270318985, -0.012869644910097122, -0.03296130150556564, 0.1058076024055481, -0.0746401846408844, 0.005058657377958298, 0.04136279225349426, -0.013730394653975964, -0.09601066261529922, 0.017935022711753845, -0.16918402910232544, -0.10021433979272842, -0.06214764341711998, -0.08602172136306763, 0.0853775292634964, 0.028725115582346916, 0.01228279061615467, -0.15324394404888153, 0.1573118418455124, 0.08531924337148666, -0.07378629595041275, -0.007415266241878271, 0.11123961210250854, 0.03089461289346218, 0.02252408303320408, -3.572156591594475e-32, 0.06889206171035767, 0.013227992691099644, -0.11605092138051987, 0.10881353914737701, 0.06671988219022751, 0.06174067407846451, -0.07691840827465057, -0.013014269061386585, 0.0719127431511879, 0.08305006474256516, -0.017503522336483, -0.15376365184783936, 0.10575103759765625, 0.05424296855926514, -0.1355782151222229, 0.11560410261154175, 0.23513537645339966, 0.016036851331591606, -0.03613925725221634, -0.11639557033777237, -0.10229181498289108, 0.06456214934587479, -0.10479148477315903, 0.23254166543483734, 0.03234139829874039, 0.03575613349676132, 0.11928024142980576, -0.06645483523607254, -0.16189205646514893, 0.07948409765958786, 0.015381050296127796, -0.030655397102236748, 0.015246783383190632, 0.1461273729801178, 0.01596471481025219, 0.0008552349172532558, 0.2855437397956848, 0.04535398259758949, -0.047479160130023956, 0.01991577446460724, 0.007856400683522224, -0.025533098727464676, -0.00802259985357523, -0.028313197195529938, -0.005239157471805811, -0.13127604126930237, -0.015248422510921955, -0.09058147668838501, 0.06550346314907074, -0.1709207445383072, 0.2424655258655548, 0.054779522120952606, 0.02437587082386017, 0.02560499683022499, 0.018712954595685005, 0.005232762545347214, -0.020190294831991196, -0.06660199165344238, 0.060645002871751785, 0.02474316395819187, 0.12245959043502808, -0.013324953615665436, -0.09558556973934174, 0.07814329117536545, 0.06447478383779526, -0.05592726916074753, -0.06583480536937714, 0.15690651535987854, 0.008971648290753365, -0.09472815692424774, -0.03183246776461601, -0.13440705835819244, 0.0017694156849756837, 0.08063780516386032, -0.0792870819568634, 0.16795670986175537, 0.07581827789545059, 0.19022463262081146, 0.09406711906194687, 0.0678957998752594, 0.02275056019425392, -0.05376273766160011, -0.20296350121498108, 0.013575512915849686, -0.04541166126728058, 0.03532128036022186, -0.045398958027362823, -0.09079708904027939, 0.052845414727926254, -0.05606137588620186, -0.08670935034751892, 0.1280820518732071, 0.06620720028877258, 0.04368129000067711, 0.02007673680782318, -1.0012945494963787e-07, 0.10105569660663605, -0.0067602237686514854, -0.03990394249558449, 0.03729250282049179, 0.0008526789606548846, -0.11294236034154892, -0.044707488268613815, -0.0803389698266983, -0.09352719038724899, 0.07547545433044434, -0.08514469861984253, -0.09291036427021027, 0.08875232189893723, 0.02427603118121624, 0.04688114672899246, 0.000759547867346555, 0.09839874505996704, 0.198200985789299, -0.09445754438638687, -0.08261237293481827, 0.10035426914691925, -0.013585817068815231, -0.11133808642625809, 0.01677393540740013, -0.1495695859193802, -0.01153335627168417, 0.05972571298480034, 0.029076071456074715, 0.0918295606970787, -0.0039299484342336655, 0.02495553344488144, 0.12357839941978455, -0.015467531979084015, -0.10016974806785583, 0.051734231412410736, 0.1649239957332611, -0.047272637486457825, 0.05655116215348244, 0.017038429155945778, 0.13207559287548065, -0.12193375080823898, -0.18252603709697723, 0.09806612879037857, -0.04627969488501549, -0.030015135183930397, -0.09446904808282852, 0.04654255881905556, -0.21225786209106445, 0.07498040795326233, -0.062127579003572464, 0.0017526071751490235, 0.12090783566236496, -0.03317632898688316, 0.09047718346118927, -0.0943223088979721, 0.03186884522438049, 0.020682841539382935, 0.0608142726123333, -0.10410120338201523, -0.056972015649080276, -0.0033658414613455534, -0.010841958224773407, -0.09500081837177277, -0.07632020860910416]]"
