text,embedding,version
"kaliňákove účty som si prezeral zo zvedavosti, žiadne odmeny som nedostal, tvrdí asistent poslanca sas “po týchto, pre mňa šokujúcich zisteniach, som sa následne v práci pozrel na účty osôb jána počiatka, roberta kaliňáka, mariána kočnera a ladislava bašternáka,” skonštatoval asistent poslanca sas.","[-0.0981397032737732, 0.12419126182794571, -0.32490023970603943, 0.061209771782159805, -0.3497544527053833, 0.06310969591140747, 0.2739051580429077, -0.24072687327861786, 0.10196473449468613, -0.18389593064785004, 0.18474091589450836, 0.4758649170398712, 0.1323092132806778, -0.054183229804039, -0.2437600940465927, -0.24840405583381653, 0.20813192427158356, 0.11820700764656067, 0.03950302675366402, 0.2990638017654419, -0.05228763818740845, 0.20979191362857819, 0.1330222487449646, 0.007046298589557409, -0.13003771007061005, -0.038363561034202576, -0.22299495339393616, -0.0943801999092102, 0.27872568368911743, -0.8814524412155151, 0.05591445416212082, -0.11843625456094742, 0.003880023956298828, 0.0046118395403027534, -0.19899378716945648, -0.17194156348705292, 0.09638185054063797, -0.04297727346420288, -0.2510427236557007, 0.29480642080307007, 0.22764132916927338, -0.11524704098701477, -0.40337181091308594, 0.2194969654083252, 0.2060278058052063, 0.05567528307437897, -0.040989458560943604, -0.1381128877401352, -0.18276739120483398, -0.13133643567562103, -0.23961247503757477, 0.1178734302520752, -0.28406447172164917, 0.025179041549563408, -0.09297476708889008, 0.0887087807059288, -0.16938702762126923, 0.206568643450737, 0.11015452444553375, 0.03366898000240326, 0.20643320679664612, -0.1543947458267212, -0.3513210713863373, -0.1414477676153183, 0.04454644396901131, 0.06307327002286911, 0.08115553855895996, 0.03873242810368538, -0.4105304777622223, 0.1260925680398941, 0.07404609769582748, 0.04128488153219223, -0.004054988268762827, 0.2553086280822754, -0.1366715133190155, -0.07848576456308365, 0.19959987699985504, -0.017933450639247894, 0.34410586953163147, 0.06664314866065979, -0.0551542192697525, 0.03290257230401039, -0.39465346932411194, 0.31619584560394287, 0.19874578714370728, 0.015330799855291843, 0.015168105252087116, 0.0210402924567461, 0.16754001379013062, 0.1565876454114914, 0.05148141831159592, 0.24003338813781738, 0.0833292081952095, -0.0374443493783474, -0.7328059673309326, 0.01714925840497017, 0.036695968359708786, -0.33850985765457153, 0.4849977493286133, 5.919771671295166, -0.10112576931715012, 0.16335047781467438, 0.1456572711467743, 0.22476285696029663, -0.0220588818192482, -0.14962880313396454, 0.147873654961586, -0.27088847756385803, 0.05221012607216835, 0.11663912981748581, -0.008625688962638378, -0.054454270750284195, 0.16297875344753265, -0.07889996469020844, 0.1321256309747696, -0.014415177516639233, -0.004839778877794743, 0.1146266832947731, 0.1111619770526886, 0.07478917390108109, 0.0007119992515072227, -0.05458591505885124, 0.05266978219151497, 0.22983308136463165, 0.0582769475877285, -1.2306768894195557, -0.2037392258644104, -4.371261471640106e-32, 0.28830721974372864, 0.02681764028966427, 0.31190869212150574, -0.18582087755203247, -0.15857017040252686, 0.031217481940984726, 0.053504154086112976, -0.14975792169570923, 0.11937227100133896, -0.2150043547153473, -0.13762065768241882, 0.004861314315348864, -0.060381434857845306, -0.13727988302707672, 0.12311840802431107, -0.055552851408720016, 0.26670515537261963, 0.101637102663517, -0.15686796605587006, 0.09414290636777878, 0.4331991374492645, 0.335823118686676, 0.3134295344352722, 0.1424921303987503, 0.28497734665870667, 0.16466648876667023, 0.11316826939582825, -0.1612699180841446, -0.07837715744972229, -0.41926440596580505, -0.07024234533309937, 0.10987623780965805, -0.09425397217273712, -0.3426379859447479, -0.002232053317129612, -0.3537105619907379, -0.29593774676322937, 0.06548257917165756, 0.19169095158576965, -0.19641955196857452, 0.01113359909504652, -0.13709571957588196, -0.19593749940395355, 0.28310275077819824, -0.10417456924915314, -0.18404792249202728, 0.060745228081941605, 0.27270379662513733, 0.17370949685573578, -0.24871976673603058, -0.13854871690273285, 0.12626302242279053, -0.35472723841667175, 0.3140544295310974, -0.241269052028656, 0.09790138155221939, -0.10225261002779007, 0.3139689564704895, 0.22817982733249664, -0.20181624591350555, -0.0027214782312512398, -0.2711584270000458, 0.20461581647396088, 0.19079959392547607, 0.053732581436634064, -0.11822040379047394, -0.027939774096012115, 0.019696861505508423, 0.08160052448511124, -0.036494504660367966, -0.2615482211112976, -0.2953452467918396, -0.24853435158729553, -0.2013825625181198, -0.22781850397586823, 0.083774134516716, -0.06865957379341125, 0.24271395802497864, 0.21652136743068695, 0.17053808271884918, -0.24453838169574738, -0.09479732066392899, 0.04966370388865471, -0.028738316148519516, -0.0068607935681939125, 0.07109437137842178, -0.0013583037070930004, -0.04827893152832985, -0.07491152733564377, 0.17903879284858704, 0.14364399015903473, 0.06212243065237999, 0.30975544452667236, -0.03320525214076042, -0.05899019539356232, 4.4148026640153267e-32, 0.39204782247543335, 0.09174828231334686, -0.05946921184659004, -0.028922265395522118, 0.0786411464214325, -0.11035546660423279, 0.003849813947454095, -0.008999580517411232, -0.46234312653541565, 0.257170706987381, -0.18803030252456665, 0.004531791899353266, -0.17401733994483948, 0.18698982894420624, 0.3128957450389862, 0.2504313290119171, 0.18949194252490997, 0.15801212191581726, 0.12043775618076324, -0.24070046842098236, -0.018140297383069992, 0.2831898331642151, 0.15921039879322052, 0.21868470311164856, 0.09535200893878937, 0.11506692320108414, 0.254422664642334, -0.15417098999023438, -0.0511033833026886, 0.356626957654953, 0.20937442779541016, -0.12534216046333313, -0.004227783530950546, -0.20025402307510376, -0.26120856404304504, 0.30923524498939514, 0.012575995177030563, 0.13306836783885956, -0.10436815768480301, 0.040069714188575745, 0.0041551487520337105, -0.2608354389667511, -0.10622934252023697, 0.037141770124435425, 0.04649495333433151, -0.1731012612581253, 0.10993434488773346, 0.10461382567882538, 0.07870405912399292, 0.0635586529970169, 0.15768484771251678, 0.1363856941461563, 0.29034459590911865, -0.1962580531835556, 0.2622663974761963, -0.4450427293777466, -0.12386661767959595, -0.3211362957954407, -0.24557113647460938, -0.13957655429840088, 0.15433906018733978, -0.17786236107349396, 0.022440960630774498, -0.36288779973983765, -0.2843739092350006, 0.0724046528339386, 0.09279357641935349, -0.12482121586799622, -0.12325466424226761, -0.16168850660324097, -0.3847748637199402, -0.34349870681762695, 0.05097886919975281, 0.006273102946579456, -0.05411069840192795, 0.08019649982452393, -0.16018007695674896, 0.07357029616832733, 0.19426169991493225, 0.1534741222858429, -0.06467843800783157, 0.04867513105273247, -0.17667321860790253, 0.0679091215133667, 0.10327855497598648, 0.18603968620300293, -0.23211000859737396, 0.20861166715621948, 0.2402222603559494, -0.06263589859008789, 0.017660221084952354, -0.11463264375925064, 0.2581646144390106, -0.037729762494564056, -0.21992383897304535, -8.595098677233182e-08, 0.12691037356853485, -0.0098256291821599, 0.09802716970443726, 0.1677553355693817, 0.012889227829873562, -0.2162943035364151, 0.08069735020399094, -0.22912058234214783, 0.03951869532465935, -0.1810370534658432, 0.10427732020616531, -0.021499542519450188, 0.06124815344810486, -0.08039885014295578, 0.1945226937532425, -0.3310743272304535, 0.010984012857079506, -0.06993550062179565, 0.06504840403795242, -0.19575752317905426, 0.24327602982521057, 0.41073480248451233, -0.264695405960083, 0.12933917343616486, -0.05691707506775856, 0.0744224563241005, -0.010007199831306934, -0.4035591781139374, -0.08137926459312439, -0.05699629709124565, 0.13629692792892456, -0.3834281861782074, -0.13037602603435516, -0.1399545669555664, -0.15076015889644623, 0.020476331934332848, 0.20450140535831451, -0.05102056637406349, 0.2332468032836914, 0.12514537572860718, -0.1776762455701828, 0.017489545047283173, 0.29674068093299866, -0.07672157138586044, -0.36144882440567017, -0.09853404760360718, -0.07559280097484589, -0.04923103377223015, 0.3160627484321594, -0.19971080124378204, -0.00899409782141447, 0.2742389142513275, -0.12326414883136749, 0.3668069839477539, -0.11078129708766937, 0.008739289827644825, 0.12857581675052643, -0.03044392541050911, 0.021576985716819763, -0.010202013887465, 0.15651805698871613, -0.22908762097358704, -0.38420072197914124, -0.33934399485588074]",minilm_embeddings_cache_v2.csv
"pollák chce povinnú predškolskú prípravu pre rómske deti pred ňou sa dnes ráno o 9:00 zišla skupinka rómov, ktorí prišli vyjadriť svoj negatívny postoj k práci petra polláka, organizátorom bola strana rómskej únie na slovensku na čele s jej predsedom františkom tankom. „budeme navrhovať, aby štát zaviedol povinnosť detí chodiť do škôlok, aby sa dostali na základnú školu, ukončili vzdelávaciu púť, neukončili školu predčasne a mohli následne vstúpiť pripravené na trh práce,“ vysvetlil novinárom.","[-0.18618421256542206, 0.29745739698410034, -0.055082257837057114, -0.22061021625995636, -0.3744145631790161, 0.08507739752531052, 0.30600133538246155, 0.06930345296859741, 0.08231351524591446, -0.06334436684846878, 0.1653609722852707, 0.5000664591789246, -0.025920534506440163, -0.18083463609218597, -0.038766779005527496, -0.2171308398246765, -0.07012269645929337, 0.23302847146987915, 0.09660402685403824, 0.35201171040534973, -0.22819821536540985, 0.03068346343934536, -0.07102019339799881, -0.2705971598625183, 0.27926844358444214, 0.008235552348196507, -0.26112794876098633, 0.0819900780916214, 0.28583914041519165, -0.8575716614723206, 0.050495680421590805, 0.05864334851503372, 0.07858385145664215, -0.2520101070404053, -0.18236824870109558, -0.01637037843465805, -0.023362737149000168, -0.18384693562984467, -0.001730139832943678, 0.3808151185512543, 0.35362905263900757, -0.16011537611484528, -0.3460700809955597, 0.14015153050422668, 0.006519094109535217, 0.08432430773973465, 0.10323653370141983, 0.09215246140956879, -0.06527311354875565, -0.5404232740402222, -0.34820616245269775, 0.2828512191772461, -0.2970481812953949, 0.29839271306991577, 0.016709644347429276, -0.03796607628464699, -0.2312702238559723, -0.05641299486160278, 0.20663385093212128, 0.035848330706357956, -0.30199459195137024, 0.357015460729599, -0.28934934735298157, -0.01149702724069357, -0.03489542379975319, 0.021293414756655693, -0.0954824686050415, 0.25216126441955566, -0.13316895067691803, 0.11346334964036942, 0.20619185268878937, 0.2413090467453003, 0.000410551845561713, -0.22641488909721375, -0.47169819474220276, 0.2013407200574875, -0.03534556180238724, 0.027212463319301605, 0.10377763211727142, -0.16437748074531555, -0.040367476642131805, 0.16424039006233215, -0.4704226851463318, 0.11393481492996216, 0.044642478227615356, 0.1346234232187271, 0.19537608325481415, -0.08437583595514297, -0.04218291491270065, 0.10166704654693604, 0.048871275037527084, 0.20153731107711792, 0.006322070024907589, 0.031521692872047424, -0.7331095337867737, 0.02321370132267475, -0.04617024213075638, -0.5810651779174805, 0.35988733172416687, 5.850650310516357, 0.16346262395381927, 0.4030624330043793, 0.14174655079841614, -0.08652706444263458, 0.10418219864368439, -0.26159989833831787, 0.05274108052253723, -0.09205511212348938, 0.0011367641855031252, 0.20717336237430573, -0.07994311302900314, -0.11429306864738464, 0.228094682097435, 0.0819188728928566, 0.22845420241355896, -0.023603051900863647, -0.1466265618801117, 0.0703096091747284, 0.12358908355236053, 0.15801289677619934, 0.01688752882182598, -0.08817987143993378, -0.05678648129105568, 0.11144500970840454, 0.06266763061285019, -1.1639180183410645, -0.19361688196659088, -4.5505255356348557e-32, 0.08136708289384842, -0.26688504219055176, 0.4502541422843933, -0.09612148255109787, -0.45584771037101746, 0.12113088369369507, -0.1291852444410324, -0.3661171793937683, -0.04049786925315857, -0.27343520522117615, -0.2308775931596756, 0.006421171128749847, -0.3454532325267792, -0.06057033687829971, 0.03984753042459488, -0.09994018077850342, 0.24632729589939117, 0.06482720375061035, 5.865125058335252e-05, 0.11380321532487869, -0.07738977670669556, 0.09280885010957718, -0.05644281953573227, 0.0602942518889904, 0.089815154671669, 0.20625026524066925, 0.030179332941770554, -0.21220338344573975, 0.045206405222415924, -0.39486929774284363, -0.25916701555252075, 0.14225071668624878, -0.12564536929130554, -0.3259194493293762, -0.08062266558408737, -0.2954469919204712, -0.1705913096666336, -0.2751390337944031, -0.11354916542768478, -0.3046747148036957, -0.2562757730484009, -0.19631139934062958, 0.050601568073034286, 0.2230309545993805, 0.08490060269832611, -0.07896088063716888, -0.11986614018678665, -0.05899772793054581, 0.13612328469753265, -0.021623345091938972, -0.016221195459365845, 0.12649990618228912, -0.12580271065235138, -0.01755477301776409, -0.30857956409454346, -0.13290517032146454, 0.023850735276937485, 0.16734299063682556, 0.021921798586845398, -0.1447768360376358, 0.0909130871295929, -0.16263926029205322, -0.11979115754365921, 0.027979835867881775, 0.01637129671871662, -0.03633606433868408, -0.07124976068735123, 0.14942985773086548, 0.014569379389286041, 0.05057813972234726, -0.1432614028453827, -0.2000732123851776, -0.208958700299263, -0.29981812834739685, -0.21555672585964203, 0.33566632866859436, 0.11267055571079254, 0.1015576645731926, 0.3576161563396454, 0.05983889847993851, -0.10445817559957504, 0.03315333276987076, 0.11922799050807953, -0.22182610630989075, 0.3145349323749542, -0.09257267415523529, 0.2762823700904846, 0.3929136395454407, -0.07718119770288467, 0.1472795158624649, 0.37276867032051086, 0.34250780940055847, 0.3301156759262085, -0.050794754177331924, -0.2699984610080719, 4.412692357782013e-32, -0.05464206263422966, -0.17288370430469513, -0.023875901475548744, -0.2097916603088379, 0.19898469746112823, 0.14527304470539093, 0.09657327085733414, -0.24761921167373657, -0.18945030868053436, 0.18705564737319946, -0.21003182232379913, -0.16003108024597168, 0.03496110811829567, 0.23364880681037903, 0.2747052013874054, 0.09972234815359116, 0.14141598343849182, 0.04512564837932587, 0.0984305888414383, -0.0212247334420681, -0.1694762259721756, 0.1392725557088852, 0.05212026834487915, 0.4400414824485779, 0.022344090044498444, 0.04259519651532173, 0.09620701521635056, -0.11933548748493195, -0.0875805914402008, 0.17001023888587952, 0.2904261350631714, -0.20330792665481567, -0.28466862440109253, 0.3144160807132721, 0.02786313183605671, 0.20313893258571625, -0.1049777939915657, -0.08447519689798355, 0.015604915097355843, 0.13449491560459137, -0.1314428299665451, -0.2358550876379013, -0.1087365448474884, -0.18858951330184937, -0.24931488931179047, -0.12003513425588608, 0.08849330991506577, 0.055561479181051254, -0.145630344748497, -0.04995868355035782, -0.14207494258880615, 0.3942417502403259, 0.3227640986442566, -0.0954013541340828, 0.33087432384490967, -0.2839054465293884, -0.14284777641296387, -0.20063582062721252, -0.06747046113014221, 0.1189149022102356, 0.22219449281692505, -0.18288567662239075, 0.12736782431602478, -0.04445824399590492, -0.2953578233718872, 0.005514795426279306, 0.22846746444702148, -0.005555741023272276, -0.3141692578792572, -0.2735987603664398, -0.10671177506446838, 0.005079520400613546, 0.1037009209394455, -0.12910330295562744, -0.045075394213199615, -0.044292837381362915, -0.14869879186153412, 0.18825235962867737, 0.25532737374305725, 0.05922964587807655, 0.18666385114192963, -0.05398267135024071, -0.2700730264186859, -0.009012287482619286, -0.14776335656642914, 0.06252173334360123, 0.04277084022760391, -0.09095940738916397, 0.29303786158561707, -0.20148688554763794, 0.4370180666446686, 0.21917448937892914, 0.08042263239622116, 0.14118415117263794, 0.04324674978852272, -8.636838089159937e-08, 0.09902515262365341, -0.0693131610751152, 0.1942513883113861, 0.1145535334944725, 0.14452363550662994, -0.3447275161743164, 0.02141772210597992, -0.06746260821819305, -0.04181211069226265, -0.12232942879199982, 0.30841439962387085, -0.16295163333415985, 0.013101748190820217, -0.1308099776506424, 0.19441191852092743, -0.18167218565940857, 0.19778026640415192, -0.043466467410326004, 0.2484329342842102, 0.07957681268453598, 0.3465538024902344, 0.4205358922481537, -0.16849887371063232, -0.08300401270389557, -0.3559529781341553, 0.12629859149456024, 0.0826294794678688, -0.4961887001991272, 0.21333816647529602, 0.04413048177957535, 0.30161452293395996, -0.2406178116798401, -0.5026425123214722, -0.08658207207918167, -0.08742939680814743, 0.07806913554668427, 0.37288928031921387, 0.007770709693431854, -0.003363329917192459, 0.37736353278160095, -0.038956210017204285, 0.024191444739699364, -0.0909140482544899, -0.19157811999320984, -0.19482684135437012, 0.1537357121706009, -0.12243134528398514, 0.05564585328102112, 0.006005054339766502, -0.028393687680363655, 0.019522177055478096, 0.49381616711616516, 0.15177781879901886, 0.288516104221344, -0.023803850635886192, -0.08206532150506973, 0.15089330077171326, 0.2258220613002777, -0.238374724984169, -0.09728991985321045, 0.04733146354556084, 0.1566096991300583, -0.30277779698371887, 0.019263816997408867]",minilm_embeddings_cache_v2.csv
fontáne v bratislave starej skoro 450 rokov vrátili pôvodný vzhľad cena za práce sa mala pohybovať vo výške približne 180.000 eur. všetky práce boli pod dozorom krajského pamiatkového úradu bratislava.,"[-0.2936873733997345, 0.3133772313594818, -0.1070060208439827, -0.2876146137714386, -0.07088708877563477, 0.31734269857406616, 0.16968059539794922, 0.031178975477814674, -0.24742662906646729, -0.16229476034641266, 0.09411001205444336, 0.46057066321372986, -0.09054446220397949, -0.028875233605504036, 0.01292814314365387, -0.34030139446258545, 0.029585648328065872, 0.35973212122917175, 0.0015192438149824739, 0.432110071182251, 0.0673697367310524, 0.14613446593284607, 0.1275535225868225, -0.01533365249633789, 0.04775674268603325, 0.08105229586362839, -0.18223696947097778, 0.2428656667470932, 0.23947635293006897, -0.7076769471168518, -0.11527271568775177, -0.1044001579284668, -0.19449402391910553, -0.029923515394330025, -0.3212948441505432, 0.03582823649048805, -0.32044267654418945, -0.02028740383684635, -0.05408953130245209, 0.24641501903533936, 0.21171599626541138, -0.21489867568016052, -0.7642573714256287, 0.5518925189971924, 0.25911957025527954, 0.0021872930228710175, 0.02699214778840542, 0.028515784069895744, -0.47324249148368835, -0.3752173185348511, -0.3374553620815277, -0.053338855504989624, -0.05328806862235069, -0.06790686398744583, -0.45870667695999146, 0.0033491135109215975, -0.18276408314704895, 0.1372784972190857, 0.11782323569059372, -0.10102134197950363, 0.03404143825173378, 0.05690031498670578, -0.39635640382766724, -0.1891489177942276, -0.2843305468559265, 0.045141465961933136, 0.1162174865603447, 0.10637103021144867, -0.22164659202098846, 0.02953694388270378, 0.21904948353767395, 0.012793945148587227, -0.1254330575466156, 0.31453245878219604, -0.07582336664199829, -0.2937343716621399, -0.11400136351585388, -0.24961891770362854, 0.4127042889595032, -0.003805681364610791, -0.19082337617874146, -0.024319298565387726, -0.538984477519989, 0.4430899918079376, 0.1552238166332245, -0.1301754117012024, 0.18164972960948944, 0.18946151435375214, 0.03541119769215584, -0.016556868329644203, -0.29592740535736084, 0.19165624678134918, 0.5797505378723145, 0.25462600588798523, -0.8046420216560364, 0.3552262783050537, -0.1849469244480133, -0.32615622878074646, 0.4190100133419037, 5.947840213775635, 0.10838312655687332, 0.29696550965309143, 0.12060975283384323, 0.05703792721033096, 0.05067707598209381, -0.1932670921087265, 0.49428054690361023, -0.00474150013178587, -0.2458052635192871, -0.25083962082862854, 0.030756976455450058, -0.3522965610027313, 0.31303730607032776, -0.2120826244354248, 0.15027672052383423, -0.12477226555347443, 0.04308779537677765, 0.37447497248649597, 0.3525027334690094, 0.06215531751513481, 0.07963905483484268, -0.10747222602367401, -0.13926316797733307, 0.07992111891508102, 0.0688079297542572, -1.2976415157318115, 0.02151874639093876, -3.728829711281534e-32, -0.08791976422071457, 0.08705708384513855, 0.1244318038225174, 0.17574866116046906, -0.2225913256406784, 0.12993283569812775, -0.1086181104183197, -0.2745617926120758, -0.3090314567089081, -0.26349949836730957, -0.25958052277565, -0.11241842806339264, -0.32032108306884766, 0.03298484906554222, 0.013410246931016445, 0.12665139138698578, 0.2787099778652191, 0.2680249512195587, -0.2990402579307556, 0.5260022878646851, 0.22203493118286133, 0.23040398955345154, 0.4972011148929596, 0.16356544196605682, -0.12595397233963013, 0.4091869592666626, -0.07609036564826965, -0.2594418525695801, -0.15952348709106445, -0.4856707453727722, -0.06858716905117035, 0.17518994212150574, -0.08796167373657227, -0.3933897018432617, -0.2548300623893738, -0.30730485916137695, 0.13299740850925446, -0.20063114166259766, -0.12027956545352936, -0.01433128397911787, -0.1955913007259369, -0.06293247640132904, 0.017770981416106224, 0.3114226162433624, 0.06552714854478836, 0.37447303533554077, -0.06856412440538406, 0.4742431640625, -0.08473310619592667, -0.011018048040568829, 0.05986085161566734, 0.12980230152606964, -0.219517320394516, 0.3396860361099243, -0.2177036851644516, 0.04774070903658867, 0.20500506460666656, 0.49873900413513184, 0.22082948684692383, -0.13075460493564606, -0.03211040794849396, -0.3736337423324585, 0.3580726683139801, 0.495504766702652, 0.10504347085952759, -0.10001320391893387, -0.12045063078403473, -0.4077821969985962, 0.021365731954574585, -0.1120535284280777, -0.08266762644052505, 0.05654596909880638, -0.322340726852417, -0.12394285947084427, -0.36103495955467224, -0.0486723817884922, 0.003980750218033791, -0.18765412271022797, 0.08017078787088394, 0.048706527799367905, -0.24534665048122406, -0.27684104442596436, -0.07524041086435318, -0.058393556624650955, -0.01473145093768835, -0.175733745098114, 0.1868051141500473, -0.05825271084904671, 0.16377747058868408, 0.26031172275543213, 0.0436977855861187, 0.0030497440602630377, 0.5017344951629639, -0.04437977820634842, 0.0030372152104973793, 3.939639929422126e-32, 0.09206891059875488, 0.1150769591331482, -0.19579999148845673, -0.07150121033191681, 0.03500333055853844, 0.27459797263145447, 0.11631669104099274, -0.11172609776258469, -0.1767595410346985, 0.3722532391548157, -0.16666068136692047, -0.24149847030639648, -0.07905135303735733, 0.36712750792503357, -0.11185047775506973, 0.3325669467449188, 0.5592931509017944, 0.0696895644068718, 0.27394962310791016, -0.4071006774902344, -0.3012225925922394, 0.4464515745639801, 0.22333505749702454, 0.4615294337272644, 0.22354941070079803, 0.295614629983902, 0.11965063959360123, -0.09608568996191025, -0.33689653873443604, 0.4035634696483612, 0.1733410507440567, -0.040884580463171005, -0.06660518795251846, 0.1571960300207138, 0.2001916468143463, 0.2618561089038849, 0.29884469509124756, 0.10470551997423172, -0.10549712926149368, 0.09201888740062714, -0.19748526811599731, -0.1832476407289505, -0.27081575989723206, -0.019700290635228157, -0.07203096151351929, -0.1650204211473465, 0.21896469593048096, -0.08245152980089188, 0.06224796548485756, -0.2999356687068939, 0.11940132826566696, 0.3493245542049408, 0.3138742744922638, 0.0795099213719368, 0.011713896878063679, -0.3430038392543793, -0.23811234533786774, 0.11499754339456558, -0.009487935341894627, -0.16283947229385376, 0.08089244365692139, -0.07004290074110031, -0.24315325915813446, -0.08205968886613846, -0.15970633924007416, 0.10076557844877243, 0.0498814731836319, 0.10652035474777222, -0.18482449650764465, -0.29809871315956116, -0.3255136013031006, -0.5148594379425049, 0.3453201949596405, 0.36673927307128906, -0.14269211888313293, 0.28988251090049744, 0.09751524776220322, 0.09667203575372696, 0.1495092511177063, 0.06421635299921036, 0.1779702752828598, -0.3730689585208893, -0.2971417009830475, -0.008726058527827263, -0.26965638995170593, 0.042960744351148605, -0.2151133120059967, 0.1794566512107849, 0.29836294054985046, -0.3067503571510315, 0.0681554302573204, 0.15055890381336212, 0.16819658875465393, 0.008614376187324524, 0.042069293558597565, -8.461191214337305e-08, 0.32863926887512207, 0.0797942504286766, 0.08131108433008194, -0.01843804121017456, 0.11438486725091934, -0.2077496498823166, -0.052362773567438126, -0.2006649523973465, 0.0839688703417778, -0.008925247937440872, -0.037383176386356354, -0.3108297288417816, 0.25041016936302185, 0.12980590760707855, 0.48086684942245483, -0.05658300966024399, 0.30189940333366394, 0.28033268451690674, 0.07519806176424026, -0.2185218781232834, 0.07404477894306183, 0.35328832268714905, -0.1151982769370079, 0.13217569887638092, -0.43206751346588135, -0.053973108530044556, 0.09292903542518616, -0.3413723409175873, 0.2053118199110031, 0.02828722447156906, 0.07570963352918625, 0.035730380564928055, -0.3016522228717804, 0.031219126656651497, -0.2509872615337372, 0.2315223067998886, 0.15599268674850464, 0.15171658992767334, -0.08918245136737823, 0.19872109591960907, -0.3175272047519684, -0.5281037092208862, -0.06057800352573395, -0.27531003952026367, -0.30222922563552856, -0.1504553258419037, -0.0035550326574593782, -0.42913252115249634, 0.46670812368392944, -0.20535095036029816, -0.004924948327243328, 0.38601475954055786, -0.03045140765607357, 0.2608230412006378, -0.40896597504615784, -0.26854801177978516, 0.17922523617744446, 0.14423224329948425, -0.11490567773580551, -0.39171159267425537, -0.027375826612114906, 0.07524701207876205, -0.19178137183189392, -0.1982075572013855]",minilm_embeddings_cache_v2.csv
